customerID,Contract,InternetService,tenure,MonthlyCharges,PaymentMethod,Churn_Proba,Risque,Action_marketing
0168-XZKBB,Month-to-month,Fiber optic,19,86.85,Electronic check,0.858,Critique,Appel client + remise 20% + proposer contrat annuel
8065-YKXKD,Month-to-month,Fiber optic,10,74.75,Electronic check,0.858,Critique,Appel client + remise 20% + proposer contrat annuel
9717-QEBGU,Month-to-month,Fiber optic,2,70.3,Electronic check,0.858,Critique,Appel client + remise 20% + proposer contrat annuel
3707-GNWHM,Month-to-month,Fiber optic,1,74.25,Mailed check,0.858,Critique,Appel client + remise 20% + proposer contrat annuel
0328-GRPMV,Month-to-month,Fiber optic,1,70.1,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
3244-DCJWY,Month-to-month,Fiber optic,1,70.25,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
9279-CJEOJ,Month-to-month,Fiber optic,21,95.4,Bank transfer (automatic),0.857,Critique,Appel client + remise 20% + proposer contrat annuel
6996-KNSML,Month-to-month,Fiber optic,1,74.9,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
6653-CBBOM,Month-to-month,Fiber optic,1,70.3,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
1640-PLFMP,Month-to-month,Fiber optic,1,70.25,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
5376-DEQCP,Month-to-month,Fiber optic,1,70.6,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
1031-IIDEO,Month-to-month,Fiber optic,1,70.85,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
4702-IOQDC,Month-to-month,Fiber optic,1,70.1,Electronic check,0.857,Critique,Appel client + remise 20% + proposer contrat annuel
6060-DRTNL,Month-to-month,Fiber optic,5,84.85,Mailed check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
7379-POKDZ,Month-to-month,Fiber optic,3,70.3,Electronic check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
8800-JOOCF,Month-to-month,Fiber optic,12,84.05,Electronic check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
4958-XCBDQ,Month-to-month,Fiber optic,35,101.4,Electronic check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
3191-CSNMG,Month-to-month,Fiber optic,3,80.7,Electronic check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
9992-RRAMN,Month-to-month,Fiber optic,22,85.1,Electronic check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
8699-ASUFO,Month-to-month,Fiber optic,7,74.4,Mailed check,0.856,Critique,Appel client + remise 20% + proposer contrat annuel
1254-IZEYF,Month-to-month,Fiber optic,31,99.95,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
3999-QGRJH,Month-to-month,Fiber optic,8,69.7,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
2845-HSJCY,Month-to-month,Fiber optic,14,87.25,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
3990-QYKBE,Month-to-month,Fiber optic,37,92.5,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
3106-ULWFW,Month-to-month,Fiber optic,8,85.2,Credit card (automatic),0.855,Critique,Appel client + remise 20% + proposer contrat annuel
7321-VGNKU,Month-to-month,Fiber optic,2,70.35,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
8835-VSDSE,Month-to-month,Fiber optic,2,70.7,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
1016-DJTSV,Month-to-month,Fiber optic,8,69.7,Electronic check,0.855,Critique,Appel client + remise 20% + proposer contrat annuel
2074-GKOWZ,Month-to-month,Fiber optic,2,89.55,Bank transfer (automatic),0.854,Critique,Appel client + remise 20% + proposer contrat annuel
7394-LWLYN,Month-to-month,Fiber optic,2,70.15,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
6372-RFVNS,Month-to-month,Fiber optic,1,78.8,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
4482-EWFMI,Month-to-month,Fiber optic,2,69.7,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
1508-DFXCU,Month-to-month,Fiber optic,12,81.45,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
1309-BXVOQ,Month-to-month,Fiber optic,21,106.1,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
2057-ZBLPD,Month-to-month,Fiber optic,21,86.5,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
5299-RULOA,Month-to-month,Fiber optic,10,100.25,Electronic check,0.854,Critique,Appel client + remise 20% + proposer contrat annuel
6618-RYATB,Month-to-month,Fiber optic,1,79.55,Mailed check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
4385-GZQXV,Month-to-month,Fiber optic,16,94.45,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
2777-PHDEI,Month-to-month,Fiber optic,1,78.05,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
7198-GLXTC,Month-to-month,Fiber optic,2,79.0,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
0689-NKYLF,Month-to-month,Fiber optic,13,83.2,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
3721-CNEYS,Month-to-month,Fiber optic,2,70.95,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
1980-KXVPM,Month-to-month,Fiber optic,3,75.05,Credit card (automatic),0.853,Critique,Appel client + remise 20% + proposer contrat annuel
5228-EXCET,Month-to-month,Fiber optic,13,80.85,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
3276-HDUEG,Month-to-month,Fiber optic,1,75.05,Mailed check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
9237-HQITU,Month-to-month,Fiber optic,2,70.7,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
5442-UTCVD,Month-to-month,Fiber optic,3,91.85,Electronic check,0.853,Critique,Appel client + remise 20% + proposer contrat annuel
0495-ZBNGW,Month-to-month,Fiber optic,5,79.9,Bank transfer (automatic),0.852,Critique,Appel client + remise 20% + proposer contrat annuel
8861-HGGKB,Month-to-month,Fiber optic,10,86.45,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
5159-YFPKQ,Month-to-month,Fiber optic,2,75.8,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
9239-ZBZZV,Month-to-month,DSL,6,47.95,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
2636-OHFMN,Month-to-month,DSL,4,48.55,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
7625-XCQRH,Month-to-month,Fiber optic,11,76.5,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
8519-IMDHU,Month-to-month,Fiber optic,15,85.6,Bank transfer (automatic),0.852,Critique,Appel client + remise 20% + proposer contrat annuel
6712-OAWRH,Month-to-month,Fiber optic,26,91.25,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
0004-TLHLJ,Month-to-month,Fiber optic,4,73.9,Electronic check,0.852,Critique,Appel client + remise 20% + proposer contrat annuel
8017-LXHFA,Month-to-month,Fiber optic,23,94.75,Electronic check,0.851,Critique,Appel client + remise 20% + proposer contrat annuel
9019-QVLZD,Month-to-month,Fiber optic,1,79.55,Electronic check,0.851,Critique,Appel client + remise 20% + proposer contrat annuel
2568-BRGYX,Month-to-month,Fiber optic,4,70.2,Electronic check,0.851,Critique,Appel client + remise 20% + proposer contrat annuel
8868-WOZGU,Month-to-month,Fiber optic,28,105.7,Electronic check,0.851,Critique,Appel client + remise 20% + proposer contrat annuel
1251-STYSZ,Month-to-month,Fiber optic,4,80.25,Electronic check,0.851,Critique,Appel client + remise 20% + proposer contrat annuel
7245-NIIWQ,Month-to-month,Fiber optic,3,69.85,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
6275-YDUVO,Month-to-month,Fiber optic,2,86.2,Mailed check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
3317-VLGQT,Month-to-month,Fiber optic,14,78.1,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
8943-URTMR,Month-to-month,Fiber optic,2,79.65,Mailed check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
9633-XQABV,Month-to-month,Fiber optic,3,70.25,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
6077-BDPXA,Month-to-month,Fiber optic,3,70.15,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
3746-EUBYR,Month-to-month,Fiber optic,1,74.6,Bank transfer (automatic),0.85,Critique,Appel client + remise 20% + proposer contrat annuel
9314-IJWSQ,Month-to-month,Fiber optic,14,84.8,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
3427-GGZZI,Month-to-month,Fiber optic,19,89.1,Electronic check,0.85,Critique,Appel client + remise 20% + proposer contrat annuel
5937-EORGB,Month-to-month,Fiber optic,15,96.5,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
3001-UNBTL,Month-to-month,Fiber optic,29,103.95,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
6029-WTIPC,Month-to-month,Fiber optic,37,101.1,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
9846-GKXAS,Month-to-month,Fiber optic,9,90.8,Bank transfer (automatic),0.849,Critique,Appel client + remise 20% + proposer contrat annuel
8443-WVPSS,Month-to-month,Fiber optic,10,99.85,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
4274-OWWYO,Month-to-month,Fiber optic,1,74.35,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
9547-ITEFG,Month-to-month,Fiber optic,9,102.6,Credit card (automatic),0.849,Critique,Appel client + remise 20% + proposer contrat annuel
3776-EKTKM,Month-to-month,DSL,1,36.45,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
6960-HVYXR,Month-to-month,Fiber optic,1,76.0,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
8183-ONMXC,Month-to-month,Fiber optic,2,80.75,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
1571-SAVHK,Month-to-month,Fiber optic,12,99.95,Mailed check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
6856-RAURS,Month-to-month,Fiber optic,2,74.9,Mailed check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
0928-XUTSN,Month-to-month,Fiber optic,13,80.5,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
2737-YNGYW,Month-to-month,Fiber optic,2,80.55,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
6110-OHIHY,Month-to-month,Fiber optic,3,79.25,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
8063-GBATB,Month-to-month,Fiber optic,27,85.25,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
5117-IFGPS,Month-to-month,Fiber optic,29,84.3,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
9208-OLGAQ,Month-to-month,Fiber optic,18,84.95,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
0679-IDSTG,Month-to-month,Fiber optic,1,69.25,Electronic check,0.849,Critique,Appel client + remise 20% + proposer contrat annuel
8010-EZLOU,Month-to-month,Fiber optic,15,80.2,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
6786-OBWQR,Month-to-month,Fiber optic,5,80.85,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
8266-VBFQL,Month-to-month,Fiber optic,4,90.4,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
1965-AKTSX,Month-to-month,Fiber optic,14,78.95,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
7273-TEFQD,Month-to-month,DSL,3,41.15,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
0302-JOIVN,Month-to-month,Fiber optic,8,101.15,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
3049-NDXFL,Month-to-month,Fiber optic,1,85.8,Mailed check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
7823-JSOAG,Month-to-month,Fiber optic,3,74.5,Electronic check,0.848,Critique,Appel client + remise 20% + proposer contrat annuel
5138-WVKYJ,Month-to-month,Fiber optic,10,98.55,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
6772-KSATR,Month-to-month,Fiber optic,1,81.7,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
3329-WDIOK,Month-to-month,DSL,3,50.6,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
6047-YHPVI,Month-to-month,Fiber optic,5,69.7,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
2058-DCJBE,Month-to-month,Fiber optic,5,69.75,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
4873-ILOLJ,Month-to-month,Fiber optic,24,90.35,Electronic check,0.847,Critique,Appel client + remise 20% + proposer contrat annuel
0432-CAJZV,Month-to-month,Fiber optic,3,90.7,Mailed check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
3585-ISXZP,Month-to-month,Fiber optic,8,95.65,Bank transfer (automatic),0.846,Critique,Appel client + remise 20% + proposer contrat annuel
4598-XLKNJ,Month-to-month,Fiber optic,25,98.5,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
4283-FUTGF,Month-to-month,Fiber optic,19,79.85,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
9408-SSNVZ,Month-to-month,Fiber optic,4,70.15,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
1342-JPNKI,Month-to-month,Fiber optic,10,86.05,Bank transfer (automatic),0.846,Critique,Appel client + remise 20% + proposer contrat annuel
2025-JKFWI,Month-to-month,Fiber optic,13,99.0,Mailed check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
6376-GAHQE,Month-to-month,Fiber optic,4,77.85,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
6595-YGXIT,Month-to-month,Fiber optic,25,88.95,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
4039-HEUNW,Month-to-month,Fiber optic,36,96.5,Electronic check,0.846,Critique,Appel client + remise 20% + proposer contrat annuel
4770-UEZOX,Month-to-month,Fiber optic,2,74.75,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
9507-EXLTT,Month-to-month,Fiber optic,1,79.35,Bank transfer (automatic),0.845,Critique,Appel client + remise 20% + proposer contrat annuel
3198-VELRD,Month-to-month,Fiber optic,3,84.75,Bank transfer (automatic),0.845,Critique,Appel client + remise 20% + proposer contrat annuel
6221-AVQYL,Month-to-month,Fiber optic,2,73.25,Credit card (automatic),0.845,Critique,Appel client + remise 20% + proposer contrat annuel
6407-UTSLV,Month-to-month,Fiber optic,2,83.8,Bank transfer (automatic),0.845,Critique,Appel client + remise 20% + proposer contrat annuel
0018-NYROU,Month-to-month,Fiber optic,5,68.95,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
8397-MVTAZ,Month-to-month,Fiber optic,34,100.05,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
9121-PHQSR,Month-to-month,Fiber optic,16,85.05,Credit card (automatic),0.845,Critique,Appel client + remise 20% + proposer contrat annuel
2038-OEQZH,Month-to-month,Fiber optic,4,86.05,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
7409-KIUTL,Month-to-month,Fiber optic,1,71.0,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
6702-OHFWR,Month-to-month,DSL,1,43.3,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
8739-WWKDU,Month-to-month,Fiber optic,25,89.5,Electronic check,0.845,Critique,Appel client + remise 20% + proposer contrat annuel
3765-JXVKY,Month-to-month,Fiber optic,1,74.7,Electronic check,0.844,Critique,Appel client + remise 20% + proposer contrat annuel
7206-PQBBZ,Month-to-month,Fiber optic,11,70.2,Electronic check,0.844,Critique,Appel client + remise 20% + proposer contrat annuel
2809-ZMYOQ,Month-to-month,Fiber optic,32,101.35,Electronic check,0.844,Critique,Appel client + remise 20% + proposer contrat annuel
3453-RTHJQ,Month-to-month,Fiber optic,6,69.1,Electronic check,0.844,Critique,Appel client + remise 20% + proposer contrat annuel
9734-YWGEX,Month-to-month,Fiber optic,9,98.3,Credit card (automatic),0.844,Critique,Appel client + remise 20% + proposer contrat annuel
6899-PPEEA,Month-to-month,Fiber optic,37,96.55,Electronic check,0.844,Critique,Appel client + remise 20% + proposer contrat annuel
7511-YMXVQ,Month-to-month,DSL,9,45.4,Electronic check,0.843,Critique,Appel client + remise 20% + proposer contrat annuel
8922-LIEGH,Month-to-month,Fiber optic,25,89.7,Electronic check,0.843,Critique,Appel client + remise 20% + proposer contrat annuel
5519-YLDGW,Month-to-month,Fiber optic,21,103.9,Electronic check,0.843,Critique,Appel client + remise 20% + proposer contrat annuel
4822-YCXMX,Month-to-month,Fiber optic,25,84.8,Electronic check,0.843,Critique,Appel client + remise 20% + proposer contrat annuel
0925-VYDLG,Month-to-month,Fiber optic,3,75.25,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
5027-QPKTE,Month-to-month,Fiber optic,7,69.35,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
1268-ASBGA,Month-to-month,Fiber optic,16,85.35,Credit card (automatic),0.842,Critique,Appel client + remise 20% + proposer contrat annuel
9436-ZBZCT,Month-to-month,Fiber optic,14,89.95,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
2357-COQEK,Month-to-month,Fiber optic,28,103.3,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
7315-WYOAW,Month-to-month,Fiber optic,13,100.75,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
3992-YWPKO,Month-to-month,Fiber optic,6,109.9,Credit card (automatic),0.842,Critique,Appel client + remise 20% + proposer contrat annuel
5196-SGOAK,Month-to-month,Fiber optic,1,75.7,Electronic check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
9696-RMYBA,Month-to-month,Fiber optic,5,80.1,Mailed check,0.842,Critique,Appel client + remise 20% + proposer contrat annuel
2665-NPTGL,Month-to-month,Fiber optic,26,98.1,Bank transfer (automatic),0.841,Critique,Appel client + remise 20% + proposer contrat annuel
0235-KGSLC,Month-to-month,Fiber optic,1,85.55,Credit card (automatic),0.841,Critique,Appel client + remise 20% + proposer contrat annuel
7240-ETPTR,Month-to-month,DSL,9,48.75,Electronic check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
2114-MGINA,Month-to-month,Fiber optic,14,89.8,Mailed check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
9912-GVSEQ,Month-to-month,Fiber optic,26,93.85,Electronic check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
1465-VINDH,Month-to-month,Fiber optic,10,102.1,Credit card (automatic),0.841,Critique,Appel client + remise 20% + proposer contrat annuel
7861-UVUFT,Month-to-month,Fiber optic,15,84.3,Electronic check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
9921-ZVRHG,Month-to-month,Fiber optic,14,80.45,Electronic check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
3370-HXOPH,Month-to-month,Fiber optic,3,76.1,Electronic check,0.841,Critique,Appel client + remise 20% + proposer contrat annuel
0125-LZQXK,Month-to-month,Fiber optic,15,101.35,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
0576-WNXXC,Month-to-month,Fiber optic,27,95.55,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
0742-NXBGR,Month-to-month,Fiber optic,1,82.3,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
3223-WZWJM,Month-to-month,Fiber optic,26,83.95,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
5590-BYNII,Month-to-month,Fiber optic,22,100.75,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
4301-VVZKA,Month-to-month,Fiber optic,16,75.4,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
3871-IKPYH,Month-to-month,Fiber optic,1,69.1,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
9102-IAYHT,Month-to-month,Fiber optic,17,85.45,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
3488-PGMQJ,Month-to-month,Fiber optic,8,74.5,Electronic check,0.84,Critique,Appel client + remise 20% + proposer contrat annuel
4612-SSVHJ,Month-to-month,Fiber optic,20,81.45,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
4291-SHSBH,Month-to-month,Fiber optic,7,69.55,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
5685-IIXLY,Month-to-month,Fiber optic,5,83.6,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
1112-CUNAO,Month-to-month,Fiber optic,15,89.85,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
7693-LCKZL,Month-to-month,Fiber optic,5,80.15,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
0115-TFERT,Month-to-month,Fiber optic,21,111.2,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
5940-NFXKV,Month-to-month,Fiber optic,19,83.65,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
1302-UHBDD,Month-to-month,Fiber optic,20,89.95,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
7517-LDMPS,Month-to-month,Fiber optic,12,84.6,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
4817-VYYWS,Month-to-month,Fiber optic,30,100.2,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
2254-DLXRI,Month-to-month,Fiber optic,1,79.15,Mailed check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
6116-RFVHN,Month-to-month,Fiber optic,34,100.45,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
6435-SRWBJ,Month-to-month,Fiber optic,5,82.75,Electronic check,0.839,Critique,Appel client + remise 20% + proposer contrat annuel
4124-MMETB,Month-to-month,Fiber optic,22,94.65,Credit card (automatic),0.839,Critique,Appel client + remise 20% + proposer contrat annuel
1602-IJQQE,Month-to-month,Fiber optic,4,75.35,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
1475-VWVDO,Month-to-month,Fiber optic,7,74.9,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
3091-FYHKI,Month-to-month,DSL,1,35.45,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
5923-GXUOC,Month-to-month,Fiber optic,10,104.4,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
1028-FFNJK,Month-to-month,Fiber optic,30,101.5,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
0137-OCGAB,Month-to-month,Fiber optic,1,80.2,Mailed check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
0841-NULXI,Month-to-month,DSL,1,35.55,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
8111-RKSPX,Month-to-month,Fiber optic,4,72.2,Bank transfer (automatic),0.838,Critique,Appel client + remise 20% + proposer contrat annuel
3753-TSEMP,Month-to-month,Fiber optic,15,88.15,Electronic check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
0390-DCFDQ,Month-to-month,Fiber optic,1,70.45,Mailed check,0.838,Critique,Appel client + remise 20% + proposer contrat annuel
2034-CGRHZ,Month-to-month,Fiber optic,24,102.95,Credit card (automatic),0.837,Critique,Appel client + remise 20% + proposer contrat annuel
5701-YVSVF,Month-to-month,Fiber optic,11,82.9,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
2013-SGDXK,Month-to-month,Fiber optic,1,84.3,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
0225-ZORZP,Month-to-month,Fiber optic,3,84.3,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
0420-HLGXF,Month-to-month,Fiber optic,39,99.75,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
6393-WRYZE,Month-to-month,Fiber optic,34,97.65,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
5119-NZPTV,Month-to-month,Fiber optic,2,70.1,Electronic check,0.837,Critique,Appel client + remise 20% + proposer contrat annuel
6005-OBZPH,Month-to-month,Fiber optic,26,89.15,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
8035-PWSEV,Month-to-month,Fiber optic,6,89.25,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
2845-AFFTX,Month-to-month,Fiber optic,41,99.8,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
8648-PFRMP,Month-to-month,DSL,14,46.35,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
9606-PBKBQ,Month-to-month,Fiber optic,32,85.0,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
1866-RZZQS,Month-to-month,Fiber optic,41,98.4,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
2439-LYPMQ,Month-to-month,Fiber optic,38,102.6,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
9850-OWRHQ,Month-to-month,Fiber optic,3,74.1,Credit card (automatic),0.836,Critique,Appel client + remise 20% + proposer contrat annuel
3904-UKFRE,Month-to-month,Fiber optic,4,80.1,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
4559-UWIHT,Month-to-month,Fiber optic,14,82.65,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
6424-ELEYH,Month-to-month,Fiber optic,3,74.75,Credit card (automatic),0.836,Critique,Appel client + remise 20% + proposer contrat annuel
0396-YCHWO,Month-to-month,Fiber optic,36,95.4,Electronic check,0.836,Critique,Appel client + remise 20% + proposer contrat annuel
8309-IEYJD,Month-to-month,Fiber optic,1,70.6,Mailed check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
6416-TVAIH,Month-to-month,Fiber optic,1,68.5,Electronic check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
5216-WASFJ,Month-to-month,Fiber optic,31,84.85,Electronic check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
1792-UXAFY,Month-to-month,Fiber optic,17,89.15,Electronic check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
8714-CTZJW,Month-to-month,Fiber optic,4,82.85,Credit card (automatic),0.835,Critique,Appel client + remise 20% + proposer contrat annuel
0258-NOKBL,Month-to-month,Fiber optic,3,90.4,Electronic check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
5570-PTWEH,Month-to-month,Fiber optic,3,75.15,Credit card (automatic),0.835,Critique,Appel client + remise 20% + proposer contrat annuel
9903-LYSAB,Month-to-month,Fiber optic,18,73.15,Electronic check,0.835,Critique,Appel client + remise 20% + proposer contrat annuel
3908-BLSYF,Month-to-month,Fiber optic,6,83.9,Electronic check,0.834,Critique,Appel client + remise 20% + proposer contrat annuel
1907-UBQFC,Month-to-month,Fiber optic,10,72.85,Electronic check,0.834,Critique,Appel client + remise 20% + proposer contrat annuel
8873-GLDMH,Month-to-month,Fiber optic,6,73.85,Mailed check,0.834,Critique,Appel client + remise 20% + proposer contrat annuel
